,right,cam,ctm,cam_time,ctm_time,rate
0,1,5,0,-59.975594997406006,,0.9031007751937985
1,1,6,0,-59.975594997406006,,0.9031007751937985
2,1,7,0,-59.975594997406006,,0.9031007751937985
3,0,0,0,-59.975594997406006,,0.9031007751937985
4,1,0,0,-59.975594997406006,,0.9031007751937985
5,1,0,0,-59.975594997406006,,0.9031007751937985
6,1,0,0,-59.975594997406006,,0.9031007751937985
7,1,0,0,-59.975594997406006,,0.9031007751937985
8,1,0,0,-59.975594997406006,,0.9031007751937985
9,1,8,0,-59.975594997406006,,0.9031007751937985
10,0,0,0,-59.975594997406006,,0.9031007751937985
11,1,0,0,-59.975594997406006,,0.9031007751937985
12,1,0,0,-59.975594997406006,,0.9031007751937985
13,1,0,0,-59.975594997406006,,0.9031007751937985
14,1,0,0,-59.975594997406006,,0.9031007751937985
15,1,0,0,-59.975594997406006,,0.9031007751937985
16,1,0,0,-59.975594997406006,,0.9031007751937985
17,1,0,0,-59.975594997406006,,0.9031007751937985
18,1,0,0,-59.975594997406006,,0.9031007751937985
19,1,0,0,-59.975594997406006,,0.9031007751937985
20,1,0,0,-59.975594997406006,,0.9031007751937985
21,1,0,0,-59.975594997406006,,0.9031007751937985
22,1,0,0,-59.975594997406006,,0.9031007751937985
23,0,0,0,-59.975594997406006,,0.9031007751937985
24,1,0,0,-59.975594997406006,,0.9031007751937985
25,1,0,0,-59.975594997406006,,0.9031007751937985
26,1,0,0,-59.975594997406006,,0.9031007751937985
27,1,0,0,-59.975594997406006,,0.9031007751937985
28,1,0,0,-59.975594997406006,,0.9031007751937985
29,1,0,0,-59.975594997406006,,0.9031007751937985
30,0,0,0,-59.975594997406006,,0.9031007751937985
31,1,0,0,-59.975594997406006,,0.9031007751937985
32,0,0,0,-59.975594997406006,,0.9031007751937985
33,1,0,0,-59.975594997406006,,0.9031007751937985
34,1,0,0,-59.975594997406006,,0.9031007751937985
35,1,0,0,-59.975594997406006,,0.9031007751937985
36,0,0,0,-59.975594997406006,,0.9031007751937985
37,1,0,0,-59.975594997406006,,0.9031007751937985
38,1,0,0,-59.975594997406006,,0.9031007751937985
39,1,0,0,-59.975594997406006,,0.9031007751937985
40,0,0,0,-59.975594997406006,,0.9031007751937985
41,1,0,0,-59.975594997406006,,0.9031007751937985
42,1,0,0,-59.975594997406006,,0.9031007751937985
43,1,0,0,-59.975594997406006,,0.9031007751937985
44,1,0,0,-59.975594997406006,,0.9031007751937985
45,1,0,0,-59.975594997406006,,0.9031007751937985
46,1,0,0,-59.975594997406006,,0.9031007751937985
47,1,0,0,-59.975594997406006,,0.9031007751937985
48,1,0,0,-59.975594997406006,,0.9031007751937985
49,1,0,0,-59.975594997406006,,0.9031007751937985
50,1,0,0,-59.975594997406006,,0.9031007751937985
51,1,0,0,-59.975594997406006,,0.9031007751937985
52,1,9,0,-59.975594997406006,,0.9031007751937985
53,1,0,0,-59.975594997406006,,0.9031007751937985
54,1,0,0,-59.975594997406006,,0.9031007751937985
55,0,0,0,-59.975594997406006,,0.9031007751937985
56,0,0,0,-59.975594997406006,,0.9031007751937985
57,1,0,0,-59.975594997406006,,0.9031007751937985
58,0,0,0,-59.975594997406006,,0.9031007751937985
59,0,0,0,-59.975594997406006,,0.9031007751937985
60,1,0,0,-59.975594997406006,,0.9031007751937985
61,0,0,0,-59.975594997406006,,0.9031007751937985
62,1,0,0,-59.975594997406006,,0.9031007751937985
63,1,0,0,-59.975594997406006,,0.9031007751937985
64,1,0,0,-59.975594997406006,,0.9031007751937985
65,1,0,0,-59.975594997406006,,0.9031007751937985
66,1,0,0,-59.975594997406006,,0.9031007751937985
67,0,0,0,-59.975594997406006,,0.9031007751937985
68,1,0,0,-59.975594997406006,,0.9031007751937985
69,1,0,0,-59.975594997406006,,0.9031007751937985
70,1,0,0,-59.975594997406006,,0.9031007751937985
71,1,0,0,-59.975594997406006,,0.9031007751937985
72,1,0,0,-59.975594997406006,,0.9031007751937985
73,1,0,0,-59.975594997406006,,0.9031007751937985
74,1,0,0,-59.975594997406006,,0.9031007751937985
75,1,0,0,-59.975594997406006,,0.9031007751937985
76,1,0,0,-59.975594997406006,,0.9031007751937985
77,0,0,0,-59.975594997406006,,0.9031007751937985
78,1,0,0,-59.975594997406006,,0.9031007751937985
79,1,0,0,-59.975594997406006,,0.9031007751937985
80,1,0,0,-59.975594997406006,,0.9031007751937985
81,1,0,0,-59.975594997406006,,0.9031007751937985
82,1,0,0,-59.975594997406006,,0.9031007751937985
83,1,0,0,-59.975594997406006,,0.9031007751937985
84,1,0,0,-59.975594997406006,,0.9031007751937985
85,1,0,0,-59.975594997406006,,0.9031007751937985
86,1,0,0,-59.975594997406006,,0.9031007751937985
87,1,0,0,-59.975594997406006,,0.9031007751937985
88,1,2,0,-59.975594997406006,,0.9031007751937985
89,1,0,0,-59.975594997406006,,0.9031007751937985
90,1,0,0,-59.975594997406006,,0.9031007751937985
91,1,0,0,-59.975594997406006,,0.9031007751937985
92,1,0,0,-59.975594997406006,,0.9031007751937985
93,1,0,0,-59.975594997406006,,0.9031007751937985
94,1,0,0,-59.975594997406006,,0.9031007751937985
95,1,0,0,-59.975594997406006,,0.9031007751937985
96,0,0,0,-59.975594997406006,,0.9031007751937985
97,1,0,0,-59.975594997406006,,0.9031007751937985
98,1,0,0,-59.975594997406006,,0.9031007751937985
99,1,0,0,-59.975594997406006,,0.9031007751937985
