,right,cam,ctm,cam_time,ctm_time,rate
0,1,0,49854,-21.62842869758606,-11.738769054412842,0.23809523809523808
1,1,0,16641,-21.62842869758606,-11.738769054412842,0.23809523809523808
2,1,0,16640,-21.62842869758606,-11.738769054412842,0.23809523809523808
3,1,0,16639,-21.62842869758606,-11.738769054412842,0.23809523809523808
4,1,0,16638,-21.62842869758606,-11.738769054412842,0.23809523809523808
5,1,0,16637,-21.62842869758606,-11.738769054412842,0.23809523809523808
6,1,0,16636,-21.62842869758606,-11.738769054412842,0.23809523809523808
7,1,0,16635,-21.62842869758606,-11.738769054412842,0.23809523809523808
8,1,0,16634,-21.62842869758606,-11.738769054412842,0.23809523809523808
9,1,0,16633,-21.62842869758606,-11.738769054412842,0.23809523809523808
10,1,0,16631,-21.62842869758606,-11.738769054412842,0.23809523809523808
11,1,0,16621,-21.62842869758606,-11.738769054412842,0.23809523809523808
12,1,0,16630,-21.62842869758606,-11.738769054412842,0.23809523809523808
13,1,0,16629,-21.62842869758606,-11.738769054412842,0.23809523809523808
14,1,0,16628,-21.62842869758606,-11.738769054412842,0.23809523809523808
15,1,0,16627,-21.62842869758606,-11.738769054412842,0.23809523809523808
16,1,0,16626,-21.62842869758606,-11.738769054412842,0.23809523809523808
17,1,0,16625,-21.62842869758606,-11.738769054412842,0.23809523809523808
18,1,0,16624,-21.62842869758606,-11.738769054412842,0.23809523809523808
19,1,0,16623,-21.62842869758606,-11.738769054412842,0.23809523809523808
20,1,0,16622,-21.62842869758606,-11.738769054412842,0.23809523809523808
21,1,0,16642,-21.62842869758606,-11.738769054412842,0.23809523809523808
22,1,0,16632,-21.62842869758606,-11.738769054412842,0.23809523809523808
23,1,0,16643,-21.62842869758606,-11.738769054412842,0.23809523809523808
24,1,0,16656,-21.62842869758606,-11.738769054412842,0.23809523809523808
25,1,0,16665,-21.62842869758606,-11.738769054412842,0.23809523809523808
26,1,0,16664,-21.62842869758606,-11.738769054412842,0.23809523809523808
27,1,0,16663,-21.62842869758606,-11.738769054412842,0.23809523809523808
28,1,0,16662,-21.62842869758606,-11.738769054412842,0.23809523809523808
29,1,0,16661,-21.62842869758606,-11.738769054412842,0.23809523809523808
30,1,0,16660,-21.62842869758606,-11.738769054412842,0.23809523809523808
31,1,0,16659,-21.62842869758606,-11.738769054412842,0.23809523809523808
32,1,0,16658,-21.62842869758606,-11.738769054412842,0.23809523809523808
33,1,0,16657,-21.62842869758606,-11.738769054412842,0.23809523809523808
34,1,0,16655,-21.62842869758606,-11.738769054412842,0.23809523809523808
35,1,0,16645,-21.62842869758606,-11.738769054412842,0.23809523809523808
36,1,0,16654,-21.62842869758606,-11.738769054412842,0.23809523809523808
37,1,0,16653,-21.62842869758606,-11.738769054412842,0.23809523809523808
38,1,0,16652,-21.62842869758606,-11.738769054412842,0.23809523809523808
39,1,0,16651,-21.62842869758606,-11.738769054412842,0.23809523809523808
40,1,0,16650,-21.62842869758606,-11.738769054412842,0.23809523809523808
41,1,0,16649,-21.62842869758606,-11.738769054412842,0.23809523809523808
42,1,0,16648,-21.62842869758606,-11.738769054412842,0.23809523809523808
43,1,0,16647,-21.62842869758606,-11.738769054412842,0.23809523809523808
44,1,0,16646,-21.62842869758606,-11.738769054412842,0.23809523809523808
45,1,0,16644,-21.62842869758606,-11.738769054412842,0.23809523809523808
46,1,0,16620,-21.62842869758606,-11.738769054412842,0.23809523809523808
47,1,0,16619,-21.62842869758606,-11.738769054412842,0.23809523809523808
