,right,cam,ctm,cam_time,ctm_time,rate
0,1,0,0,-504.416907787323,,0.5327257663628832
1,1,0,0,-504.416907787323,,0.5327257663628832
2,1,0,0,-504.416907787323,,0.5327257663628832
3,1,0,0,-504.416907787323,,0.5327257663628832
4,1,0,0,-504.416907787323,,0.5327257663628832
5,1,0,0,-504.416907787323,,0.5327257663628832
6,1,0,0,-504.416907787323,,0.5327257663628832
7,1,0,0,-504.416907787323,,0.5327257663628832
8,1,0,0,-504.416907787323,,0.5327257663628832
9,1,0,0,-504.416907787323,,0.5327257663628832
10,1,0,0,-504.416907787323,,0.5327257663628832
11,1,0,0,-504.416907787323,,0.5327257663628832
12,1,0,0,-504.416907787323,,0.5327257663628832
13,1,0,0,-504.416907787323,,0.5327257663628832
14,1,0,0,-504.416907787323,,0.5327257663628832
15,1,0,0,-504.416907787323,,0.5327257663628832
16,1,0,0,-504.416907787323,,0.5327257663628832
17,1,0,0,-504.416907787323,,0.5327257663628832
18,1,0,0,-504.416907787323,,0.5327257663628832
19,1,0,0,-504.416907787323,,0.5327257663628832
20,0,0,0,-504.416907787323,,0.5327257663628832
21,1,0,0,-504.416907787323,,0.5327257663628832
22,1,331,0,-504.416907787323,,0.5327257663628832
23,1,482,0,-504.416907787323,,0.5327257663628832
24,0,0,0,-504.416907787323,,0.5327257663628832
25,0,0,0,-504.416907787323,,0.5327257663628832
26,1,0,0,-504.416907787323,,0.5327257663628832
27,1,0,0,-504.416907787323,,0.5327257663628832
28,1,0,0,-504.416907787323,,0.5327257663628832
29,1,215,0,-504.416907787323,,0.5327257663628832
30,1,0,0,-504.416907787323,,0.5327257663628832
31,1,483,0,-504.416907787323,,0.5327257663628832
32,1,0,0,-504.416907787323,,0.5327257663628832
33,1,0,0,-504.416907787323,,0.5327257663628832
34,1,0,0,-504.416907787323,,0.5327257663628832
35,0,0,0,-504.416907787323,,0.5327257663628832
36,1,0,0,-504.416907787323,,0.5327257663628832
37,0,0,0,-504.416907787323,,0.5327257663628832
38,1,484,0,-504.416907787323,,0.5327257663628832
39,1,0,0,-504.416907787323,,0.5327257663628832
40,1,47,0,-504.416907787323,,0.5327257663628832
41,1,0,0,-504.416907787323,,0.5327257663628832
42,0,261,0,-504.416907787323,,0.5327257663628832
43,1,0,0,-504.416907787323,,0.5327257663628832
44,1,0,0,-504.416907787323,,0.5327257663628832
45,1,0,0,-504.416907787323,,0.5327257663628832
46,1,0,0,-504.416907787323,,0.5327257663628832
47,0,485,0,-504.416907787323,,0.5327257663628832
48,1,0,0,-504.416907787323,,0.5327257663628832
49,1,0,0,-504.416907787323,,0.5327257663628832
50,1,486,0,-504.416907787323,,0.5327257663628832
51,1,0,0,-504.416907787323,,0.5327257663628832
52,1,0,0,-504.416907787323,,0.5327257663628832
53,0,0,0,-504.416907787323,,0.5327257663628832
54,1,487,0,-504.416907787323,,0.5327257663628832
55,1,0,0,-504.416907787323,,0.5327257663628832
56,1,0,0,-504.416907787323,,0.5327257663628832
57,0,0,0,-504.416907787323,,0.5327257663628832
58,0,0,0,-504.416907787323,,0.5327257663628832
59,1,0,0,-504.416907787323,,0.5327257663628832
60,1,0,0,-504.416907787323,,0.5327257663628832
61,0,332,0,-504.416907787323,,0.5327257663628832
62,1,0,0,-504.416907787323,,0.5327257663628832
63,1,36,0,-504.416907787323,,0.5327257663628832
64,1,0,0,-504.416907787323,,0.5327257663628832
65,1,0,0,-504.416907787323,,0.5327257663628832
66,1,0,0,-504.416907787323,,0.5327257663628832
67,1,0,0,-504.416907787323,,0.5327257663628832
68,1,0,0,-504.416907787323,,0.5327257663628832
69,1,0,0,-504.416907787323,,0.5327257663628832
70,1,0,0,-504.416907787323,,0.5327257663628832
71,1,0,0,-504.416907787323,,0.5327257663628832
72,1,0,0,-504.416907787323,,0.5327257663628832
73,1,0,0,-504.416907787323,,0.5327257663628832
74,1,0,0,-504.416907787323,,0.5327257663628832
75,1,333,0,-504.416907787323,,0.5327257663628832
76,1,488,0,-504.416907787323,,0.5327257663628832
77,1,0,0,-504.416907787323,,0.5327257663628832
78,1,0,0,-504.416907787323,,0.5327257663628832
79,1,489,0,-504.416907787323,,0.5327257663628832
80,1,0,0,-504.416907787323,,0.5327257663628832
81,1,0,0,-504.416907787323,,0.5327257663628832
82,1,0,0,-504.416907787323,,0.5327257663628832
83,1,490,0,-504.416907787323,,0.5327257663628832
84,1,491,0,-504.416907787323,,0.5327257663628832
85,0,0,0,-504.416907787323,,0.5327257663628832
86,0,0,0,-504.416907787323,,0.5327257663628832
87,0,0,0,-504.416907787323,,0.5327257663628832
88,1,492,0,-504.416907787323,,0.5327257663628832
89,1,0,0,-504.416907787323,,0.5327257663628832
90,1,0,0,-504.416907787323,,0.5327257663628832
91,1,0,0,-504.416907787323,,0.5327257663628832
92,1,0,0,-504.416907787323,,0.5327257663628832
93,1,0,0,-504.416907787323,,0.5327257663628832
94,1,216,0,-504.416907787323,,0.5327257663628832
95,1,0,0,-504.416907787323,,0.5327257663628832
96,1,0,0,-504.416907787323,,0.5327257663628832
97,1,493,0,-504.416907787323,,0.5327257663628832
98,1,0,0,-504.416907787323,,0.5327257663628832
99,1,0,0,-504.416907787323,,0.5327257663628832
100,1,0,0,-504.416907787323,,0.5327257663628832
101,1,0,0,-504.416907787323,,0.5327257663628832
102,1,0,0,-504.416907787323,,0.5327257663628832
103,1,131,0,-504.416907787323,,0.5327257663628832
104,1,0,0,-504.416907787323,,0.5327257663628832
105,1,0,0,-504.416907787323,,0.5327257663628832
106,1,0,0,-504.416907787323,,0.5327257663628832
107,1,0,0,-504.416907787323,,0.5327257663628832
108,1,0,0,-504.416907787323,,0.5327257663628832
109,1,0,0,-504.416907787323,,0.5327257663628832
110,1,0,0,-504.416907787323,,0.5327257663628832
111,1,0,0,-504.416907787323,,0.5327257663628832
112,1,0,0,-504.416907787323,,0.5327257663628832
113,1,0,0,-504.416907787323,,0.5327257663628832
114,1,0,0,-504.416907787323,,0.5327257663628832
115,1,0,0,-504.416907787323,,0.5327257663628832
116,1,0,0,-504.416907787323,,0.5327257663628832
117,1,0,0,-504.416907787323,,0.5327257663628832
118,0,0,0,-504.416907787323,,0.5327257663628832
119,0,0,0,-504.416907787323,,0.5327257663628832
120,1,0,0,-504.416907787323,,0.5327257663628832
121,1,0,0,-504.416907787323,,0.5327257663628832
122,1,0,0,-504.416907787323,,0.5327257663628832
123,1,0,0,-504.416907787323,,0.5327257663628832
124,1,0,0,-504.416907787323,,0.5327257663628832
125,0,262,0,-504.416907787323,,0.5327257663628832
126,1,0,0,-504.416907787323,,0.5327257663628832
127,1,334,0,-504.416907787323,,0.5327257663628832
128,0,0,0,-504.416907787323,,0.5327257663628832
129,1,0,0,-504.416907787323,,0.5327257663628832
130,1,0,0,-504.416907787323,,0.5327257663628832
131,1,0,0,-504.416907787323,,0.5327257663628832
132,1,0,0,-504.416907787323,,0.5327257663628832
133,1,0,0,-504.416907787323,,0.5327257663628832
134,1,0,0,-504.416907787323,,0.5327257663628832
135,1,0,0,-504.416907787323,,0.5327257663628832
136,1,494,0,-504.416907787323,,0.5327257663628832
137,1,0,0,-504.416907787323,,0.5327257663628832
138,1,0,0,-504.416907787323,,0.5327257663628832
139,0,0,0,-504.416907787323,,0.5327257663628832
140,1,0,0,-504.416907787323,,0.5327257663628832
141,1,0,0,-504.416907787323,,0.5327257663628832
142,1,335,0,-504.416907787323,,0.5327257663628832
143,1,0,0,-504.416907787323,,0.5327257663628832
144,1,0,0,-504.416907787323,,0.5327257663628832
145,0,495,0,-504.416907787323,,0.5327257663628832
146,1,0,0,-504.416907787323,,0.5327257663628832
147,0,0,0,-504.416907787323,,0.5327257663628832
148,0,0,0,-504.416907787323,,0.5327257663628832
149,1,217,0,-504.416907787323,,0.5327257663628832
150,1,0,0,-504.416907787323,,0.5327257663628832
151,1,0,0,-504.416907787323,,0.5327257663628832
152,1,0,0,-504.416907787323,,0.5327257663628832
153,1,0,0,-504.416907787323,,0.5327257663628832
154,1,0,0,-504.416907787323,,0.5327257663628832
155,1,0,0,-504.416907787323,,0.5327257663628832
156,1,0,0,-504.416907787323,,0.5327257663628832
157,1,0,0,-504.416907787323,,0.5327257663628832
