,right,cam,ctm,rate,cam_time,ctm_time
0,1,0,9608,0.22,-8.968129396438599,-8.958804845809937
1,1,0,3080,0.22,-8.968129396438599,-8.958804845809937
2,1,0,8257,0.22,-8.968129396438599,-8.958804845809937
3,1,0,5463,0.22,-8.968129396438599,-8.958804845809937
4,1,0,6510,0.22,-8.968129396438599,-8.958804845809937
5,1,0,8249,0.22,-8.968129396438599,-8.958804845809937
6,1,32,6096,0.22,-8.968129396438599,-8.958804845809937
7,1,0,992,0.22,-8.968129396438599,-8.958804845809937
8,1,0,2650,0.22,-8.968129396438599,-8.958804845809937
9,1,0,854,0.22,-8.968129396438599,-8.958804845809937
10,1,0,5801,0.22,-8.968129396438599,-8.958804845809937
11,1,0,7541,0.22,-8.968129396438599,-8.958804845809937
12,1,0,1103,0.22,-8.968129396438599,-8.958804845809937
13,1,0,5450,0.22,-8.968129396438599,-8.958804845809937
14,1,8,8119,0.22,-8.968129396438599,-8.958804845809937
15,1,0,3477,0.22,-8.968129396438599,-8.958804845809937
16,1,0,1109,0.22,-8.968129396438599,-8.958804845809937
17,1,0,9439,0.22,-8.968129396438599,-8.958804845809937
18,1,103,259,0.22,-8.968129396438599,-8.958804845809937
19,1,0,6677,0.22,-8.968129396438599,-8.958804845809937
20,1,0,1014,0.22,-8.968129396438599,-8.958804845809937
21,1,0,7465,0.22,-8.968129396438599,-8.958804845809937
22,1,0,7730,0.22,-8.968129396438599,-8.958804845809937
23,1,0,4116,0.22,-8.968129396438599,-8.958804845809937
24,1,0,6734,0.22,-8.968129396438599,-8.958804845809937
25,1,0,5466,0.22,-8.968129396438599,-8.958804845809937
26,1,0,8417,0.22,-8.968129396438599,-8.958804845809937
27,1,0,6694,0.22,-8.968129396438599,-8.958804845809937
28,1,0,5991,0.22,-8.968129396438599,-8.958804845809937
29,1,0,8883,0.22,-8.968129396438599,-8.958804845809937
30,1,0,4643,0.22,-8.968129396438599,-8.958804845809937
31,1,0,8917,0.22,-8.968129396438599,-8.958804845809937
32,1,0,4323,0.22,-8.968129396438599,-8.958804845809937
33,1,0,6577,0.22,-8.968129396438599,-8.958804845809937
34,1,0,9959,0.22,-8.968129396438599,-8.958804845809937
35,1,0,3052,0.22,-8.968129396438599,-8.958804845809937
36,1,11,8004,0.22,-8.968129396438599,-8.958804845809937
37,1,0,8622,0.22,-8.968129396438599,-8.958804845809937
38,1,0,2849,0.22,-8.968129396438599,-8.958804845809937
39,1,0,9353,0.22,-8.968129396438599,-8.958804845809937
40,1,0,8755,0.22,-8.968129396438599,-8.958804845809937
41,1,0,8782,0.22,-8.968129396438599,-8.958804845809937
42,1,26,6305,0.22,-8.968129396438599,-8.958804845809937
43,1,0,2712,0.22,-8.968129396438599,-8.958804845809937
44,1,0,4747,0.22,-8.968129396438599,-8.958804845809937
45,1,57,3379,0.22,-8.968129396438599,-8.958804845809937
46,1,0,9009,0.22,-8.968129396438599,-8.958804845809937
47,1,0,2998,0.22,-8.968129396438599,-8.958804845809937
48,1,0,6885,0.22,-8.968129396438599,-8.958804845809937
49,1,0,6309,0.22,-8.968129396438599,-8.958804845809937
50,1,0,7843,0.22,-8.968129396438599,-8.958804845809937
51,1,0,4992,0.22,-8.968129396438599,-8.958804845809937
52,1,0,3826,0.22,-8.968129396438599,-8.958804845809937
53,1,0,3658,0.22,-8.968129396438599,-8.958804845809937
54,1,0,7898,0.22,-8.968129396438599,-8.958804845809937
55,1,0,5924,0.22,-8.968129396438599,-8.958804845809937
56,1,0,6706,0.22,-8.968129396438599,-8.958804845809937
57,1,0,8851,0.22,-8.968129396438599,-8.958804845809937
58,1,0,1159,0.22,-8.968129396438599,-8.958804845809937
59,1,0,3483,0.22,-8.968129396438599,-8.958804845809937
60,1,0,9440,0.22,-8.968129396438599,-8.958804845809937
61,1,85,1364,0.22,-8.968129396438599,-8.958804845809937
62,0,220,25,0.22,-8.968129396438599,-8.958804845809937
63,1,0,4867,0.22,-8.968129396438599,-8.958804845809937
64,1,0,9919,0.22,-8.968129396438599,-8.958804845809937
65,1,0,6439,0.22,-8.968129396438599,-8.958804845809937
66,1,0,7378,0.22,-8.968129396438599,-8.958804845809937
67,1,30,6137,0.22,-8.968129396438599,-8.958804845809937
68,1,0,4604,0.22,-8.968129396438599,-8.958804845809937
69,1,0,4736,0.22,-8.968129396438599,-8.958804845809937
70,1,0,8146,0.22,-8.968129396438599,-8.958804845809937
71,1,0,5825,0.22,-8.968129396438599,-8.958804845809937
72,1,0,2669,0.22,-8.968129396438599,-8.958804845809937
73,1,100,330,0.22,-8.968129396438599,-8.958804845809937
74,1,0,7987,0.22,-8.968129396438599,-8.958804845809937
75,1,0,9446,0.22,-8.968129396438599,-8.958804845809937
76,1,0,4493,0.22,-8.968129396438599,-8.958804845809937
77,1,73,2300,0.22,-8.968129396438599,-8.958804845809937
78,1,104,240,0.22,-8.968129396438599,-8.958804845809937
79,1,0,9557,0.22,-8.968129396438599,-8.958804845809937
80,1,0,9801,0.22,-8.968129396438599,-8.958804845809937
81,1,16,7264,0.22,-8.968129396438599,-8.958804845809937
82,1,0,3067,0.22,-8.968129396438599,-8.958804845809937
83,1,0,9710,0.22,-8.968129396438599,-8.958804845809937
84,1,0,1420,0.22,-8.968129396438599,-8.958804845809937
85,1,0,7008,0.22,-8.968129396438599,-8.958804845809937
86,1,0,9545,0.22,-8.968129396438599,-8.958804845809937
87,1,0,4385,0.22,-8.968129396438599,-8.958804845809937
88,1,0,7957,0.22,-8.968129396438599,-8.958804845809937
89,1,0,8986,0.22,-8.968129396438599,-8.958804845809937
90,1,0,4702,0.22,-8.968129396438599,-8.958804845809937
91,1,0,7958,0.22,-8.968129396438599,-8.958804845809937
92,1,0,905,0.22,-8.968129396438599,-8.958804845809937
93,1,0,4765,0.22,-8.968129396438599,-8.958804845809937
94,1,0,8291,0.22,-8.968129396438599,-8.958804845809937
95,1,28,6221,0.22,-8.968129396438599,-8.958804845809937
96,1,0,3866,0.22,-8.968129396438599,-8.958804845809937
97,1,0,9672,0.22,-8.968129396438599,-8.958804845809937
98,1,0,7664,0.22,-8.968129396438599,-8.958804845809937
99,1,0,959,0.22,-8.968129396438599,-8.958804845809937
100,1,0,6549,0.22,-8.968129396438599,-8.958804845809937
101,1,0,5912,0.22,-8.968129396438599,-8.958804845809937
102,1,0,3978,0.22,-8.968129396438599,-8.958804845809937
103,1,0,6700,0.22,-8.968129396438599,-8.958804845809937
104,1,0,948,0.22,-8.968129396438599,-8.958804845809937
105,1,0,805,0.22,-8.968129396438599,-8.958804845809937
106,1,70,2441,0.22,-8.968129396438599,-8.958804845809937
107,1,17,7238,0.22,-8.968129396438599,-8.958804845809937
108,1,0,1015,0.22,-8.968129396438599,-8.958804845809937
109,1,0,6915,0.22,-8.968129396438599,-8.958804845809937
110,1,0,1671,0.22,-8.968129396438599,-8.958804845809937
111,1,0,8770,0.22,-8.968129396438599,-8.958804845809937
112,1,0,5052,0.22,-8.968129396438599,-8.958804845809937
113,1,0,1189,0.22,-8.968129396438599,-8.958804845809937
114,1,0,9541,0.22,-8.968129396438599,-8.958804845809937
115,1,29,6155,0.22,-8.968129396438599,-8.958804845809937
116,1,0,6423,0.22,-8.968129396438599,-8.958804845809937
117,1,0,6430,0.22,-8.968129396438599,-8.958804845809937
118,1,0,267,0.22,-8.968129396438599,-8.958804845809937
119,1,0,2828,0.22,-8.968129396438599,-8.958804845809937
120,1,0,4033,0.22,-8.968129396438599,-8.958804845809937
121,1,0,6199,0.22,-8.968129396438599,-8.958804845809937
122,1,0,9892,0.22,-8.968129396438599,-8.958804845809937
123,1,0,7746,0.22,-8.968129396438599,-8.958804845809937
124,1,0,8275,0.22,-8.968129396438599,-8.958804845809937
125,1,122,178,0.22,-8.968129396438599,-8.958804845809937
126,1,0,4035,0.22,-8.968129396438599,-8.958804845809937
127,1,0,3975,0.22,-8.968129396438599,-8.958804845809937
128,1,0,1965,0.22,-8.968129396438599,-8.958804845809937
129,1,0,3913,0.22,-8.968129396438599,-8.958804845809937
130,1,0,7865,0.22,-8.968129396438599,-8.958804845809937
131,1,0,7510,0.22,-8.968129396438599,-8.958804845809937
132,1,0,4099,0.22,-8.968129396438599,-8.958804845809937
133,1,0,9384,0.22,-8.968129396438599,-8.958804845809937
134,1,0,1960,0.22,-8.968129396438599,-8.958804845809937
135,1,0,8337,0.22,-8.968129396438599,-8.958804845809937
136,1,0,5619,0.22,-8.968129396438599,-8.958804845809937
137,1,0,9302,0.22,-8.968129396438599,-8.958804845809937
138,1,0,7591,0.22,-8.968129396438599,-8.958804845809937
139,1,0,6464,0.22,-8.968129396438599,-8.958804845809937
140,1,0,6559,0.22,-8.968129396438599,-8.958804845809937
141,1,0,9073,0.22,-8.968129396438599,-8.958804845809937
142,1,0,4876,0.22,-8.968129396438599,-8.958804845809937
143,1,0,8437,0.22,-8.968129396438599,-8.958804845809937
144,1,0,9619,0.22,-8.968129396438599,-8.958804845809937
145,1,0,8856,0.22,-8.968129396438599,-8.958804845809937
146,1,0,1684,0.22,-8.968129396438599,-8.958804845809937
147,1,0,3048,0.22,-8.968129396438599,-8.958804845809937
148,1,0,5572,0.22,-8.968129396438599,-8.958804845809937
149,1,140,146,0.22,-8.968129396438599,-8.958804845809937
150,1,102,278,0.22,-8.968129396438599,-8.958804845809937
151,1,101,307,0.22,-8.968129396438599,-8.958804845809937
152,1,0,3635,0.22,-8.968129396438599,-8.958804845809937
153,1,0,3902,0.22,-8.968129396438599,-8.958804845809937
154,1,0,8153,0.22,-8.968129396438599,-8.958804845809937
155,1,0,3989,0.22,-8.968129396438599,-8.958804845809937
