,right,cam,ctm,cam_time,ctm_time,rate
0,1,0,49705,-31.058738708496094,-13.426060676574707,0.2248062015503876
1,1,0,16619,-31.058738708496094,-13.426060676574707,0.2248062015503876
2,1,0,16618,-31.058738708496094,-13.426060676574707,0.2248062015503876
3,1,0,16617,-31.058738708496094,-13.426060676574707,0.2248062015503876
4,1,0,16616,-31.058738708496094,-13.426060676574707,0.2248062015503876
5,1,0,16615,-31.058738708496094,-13.426060676574707,0.2248062015503876
6,1,0,16614,-31.058738708496094,-13.426060676574707,0.2248062015503876
7,1,0,16613,-31.058738708496094,-13.426060676574707,0.2248062015503876
8,1,0,16612,-31.058738708496094,-13.426060676574707,0.2248062015503876
9,1,0,16611,-31.058738708496094,-13.426060676574707,0.2248062015503876
10,1,0,16609,-31.058738708496094,-13.426060676574707,0.2248062015503876
11,1,0,16599,-31.058738708496094,-13.426060676574707,0.2248062015503876
12,1,0,16608,-31.058738708496094,-13.426060676574707,0.2248062015503876
13,1,0,16607,-31.058738708496094,-13.426060676574707,0.2248062015503876
14,1,0,16606,-31.058738708496094,-13.426060676574707,0.2248062015503876
15,1,0,16605,-31.058738708496094,-13.426060676574707,0.2248062015503876
16,1,0,16604,-31.058738708496094,-13.426060676574707,0.2248062015503876
17,1,0,16603,-31.058738708496094,-13.426060676574707,0.2248062015503876
18,1,0,16602,-31.058738708496094,-13.426060676574707,0.2248062015503876
19,1,0,16601,-31.058738708496094,-13.426060676574707,0.2248062015503876
20,1,0,16600,-31.058738708496094,-13.426060676574707,0.2248062015503876
21,1,0,16620,-31.058738708496094,-13.426060676574707,0.2248062015503876
22,1,0,16610,-31.058738708496094,-13.426060676574707,0.2248062015503876
23,1,0,16621,-31.058738708496094,-13.426060676574707,0.2248062015503876
24,1,0,16634,-31.058738708496094,-13.426060676574707,0.2248062015503876
25,1,0,16643,-31.058738708496094,-13.426060676574707,0.2248062015503876
26,1,0,16642,-31.058738708496094,-13.426060676574707,0.2248062015503876
27,1,0,16641,-31.058738708496094,-13.426060676574707,0.2248062015503876
28,1,0,16640,-31.058738708496094,-13.426060676574707,0.2248062015503876
29,1,0,16639,-31.058738708496094,-13.426060676574707,0.2248062015503876
30,1,0,16638,-31.058738708496094,-13.426060676574707,0.2248062015503876
31,1,0,16637,-31.058738708496094,-13.426060676574707,0.2248062015503876
32,1,0,16636,-31.058738708496094,-13.426060676574707,0.2248062015503876
33,1,0,16635,-31.058738708496094,-13.426060676574707,0.2248062015503876
34,1,0,16633,-31.058738708496094,-13.426060676574707,0.2248062015503876
35,1,0,16623,-31.058738708496094,-13.426060676574707,0.2248062015503876
36,1,0,16632,-31.058738708496094,-13.426060676574707,0.2248062015503876
37,1,0,16631,-31.058738708496094,-13.426060676574707,0.2248062015503876
38,1,0,16630,-31.058738708496094,-13.426060676574707,0.2248062015503876
39,1,0,16629,-31.058738708496094,-13.426060676574707,0.2248062015503876
40,1,0,16628,-31.058738708496094,-13.426060676574707,0.2248062015503876
41,1,0,16627,-31.058738708496094,-13.426060676574707,0.2248062015503876
42,1,0,16626,-31.058738708496094,-13.426060676574707,0.2248062015503876
43,1,0,16625,-31.058738708496094,-13.426060676574707,0.2248062015503876
44,1,0,16624,-31.058738708496094,-13.426060676574707,0.2248062015503876
45,1,0,16622,-31.058738708496094,-13.426060676574707,0.2248062015503876
46,1,0,16598,-31.058738708496094,-13.426060676574707,0.2248062015503876
47,1,0,16597,-31.058738708496094,-13.426060676574707,0.2248062015503876
48,1,0,16596,-31.058738708496094,-13.426060676574707,0.2248062015503876
49,1,0,16571,-31.058738708496094,-13.426060676574707,0.2248062015503876
50,1,0,16570,-31.058738708496094,-13.426060676574707,0.2248062015503876
51,1,0,16569,-31.058738708496094,-13.426060676574707,0.2248062015503876
52,1,0,16568,-31.058738708496094,-13.426060676574707,0.2248062015503876
53,1,0,16567,-31.058738708496094,-13.426060676574707,0.2248062015503876
54,1,0,16566,-31.058738708496094,-13.426060676574707,0.2248062015503876
55,1,0,16565,-31.058738708496094,-13.426060676574707,0.2248062015503876
56,1,0,16564,-31.058738708496094,-13.426060676574707,0.2248062015503876
57,1,0,16563,-31.058738708496094,-13.426060676574707,0.2248062015503876
58,1,0,16562,-31.058738708496094,-13.426060676574707,0.2248062015503876
59,1,0,16561,-31.058738708496094,-13.426060676574707,0.2248062015503876
60,1,0,16560,-31.058738708496094,-13.426060676574707,0.2248062015503876
61,1,0,16559,-31.058738708496094,-13.426060676574707,0.2248062015503876
62,0,0,16558,-31.058738708496094,-13.426060676574707,0.2248062015503876
63,1,0,16557,-31.058738708496094,-13.426060676574707,0.2248062015503876
64,1,5,148,-31.058738708496094,-13.426060676574707,0.2248062015503876
65,1,0,16556,-31.058738708496094,-13.426060676574707,0.2248062015503876
66,1,0,16555,-31.058738708496094,-13.426060676574707,0.2248062015503876
67,1,0,16554,-31.058738708496094,-13.426060676574707,0.2248062015503876
68,1,0,16553,-31.058738708496094,-13.426060676574707,0.2248062015503876
69,1,0,16552,-31.058738708496094,-13.426060676574707,0.2248062015503876
70,1,0,16551,-31.058738708496094,-13.426060676574707,0.2248062015503876
71,1,0,16572,-31.058738708496094,-13.426060676574707,0.2248062015503876
72,1,0,16573,-31.058738708496094,-13.426060676574707,0.2248062015503876
73,1,0,16574,-31.058738708496094,-13.426060676574707,0.2248062015503876
74,1,0,16586,-31.058738708496094,-13.426060676574707,0.2248062015503876
75,1,0,16595,-31.058738708496094,-13.426060676574707,0.2248062015503876
76,1,0,16594,-31.058738708496094,-13.426060676574707,0.2248062015503876
77,1,0,16593,-31.058738708496094,-13.426060676574707,0.2248062015503876
78,1,0,16592,-31.058738708496094,-13.426060676574707,0.2248062015503876
79,1,0,16591,-31.058738708496094,-13.426060676574707,0.2248062015503876
80,1,0,16590,-31.058738708496094,-13.426060676574707,0.2248062015503876
81,1,0,16589,-31.058738708496094,-13.426060676574707,0.2248062015503876
82,1,0,16588,-31.058738708496094,-13.426060676574707,0.2248062015503876
83,1,0,16587,-31.058738708496094,-13.426060676574707,0.2248062015503876
84,1,0,16585,-31.058738708496094,-13.426060676574707,0.2248062015503876
85,1,0,16575,-31.058738708496094,-13.426060676574707,0.2248062015503876
86,1,0,16584,-31.058738708496094,-13.426060676574707,0.2248062015503876
87,1,0,16583,-31.058738708496094,-13.426060676574707,0.2248062015503876
88,1,0,16582,-31.058738708496094,-13.426060676574707,0.2248062015503876
89,1,0,16581,-31.058738708496094,-13.426060676574707,0.2248062015503876
90,1,0,16580,-31.058738708496094,-13.426060676574707,0.2248062015503876
91,1,0,16579,-31.058738708496094,-13.426060676574707,0.2248062015503876
92,1,0,16578,-31.058738708496094,-13.426060676574707,0.2248062015503876
93,1,0,16577,-31.058738708496094,-13.426060676574707,0.2248062015503876
94,1,0,16576,-31.058738708496094,-13.426060676574707,0.2248062015503876
95,1,0,16644,-31.058738708496094,-13.426060676574707,0.2248062015503876
96,1,0,16645,-31.058738708496094,-13.426060676574707,0.2248062015503876
97,1,0,16646,-31.058738708496094,-13.426060676574707,0.2248062015503876
98,1,0,16694,-31.058738708496094,-13.426060676574707,0.2248062015503876
99,1,0,16715,-31.058738708496094,-13.426060676574707,0.2248062015503876
100,1,0,16714,-31.058738708496094,-13.426060676574707,0.2248062015503876
101,1,0,16713,-31.058738708496094,-13.426060676574707,0.2248062015503876
102,1,0,16712,-31.058738708496094,-13.426060676574707,0.2248062015503876
103,1,0,16711,-31.058738708496094,-13.426060676574707,0.2248062015503876
104,1,0,16710,-31.058738708496094,-13.426060676574707,0.2248062015503876
105,1,0,16709,-31.058738708496094,-13.426060676574707,0.2248062015503876
106,1,0,16708,-31.058738708496094,-13.426060676574707,0.2248062015503876
107,1,0,16707,-31.058738708496094,-13.426060676574707,0.2248062015503876
108,1,0,16705,-31.058738708496094,-13.426060676574707,0.2248062015503876
109,1,0,16695,-31.058738708496094,-13.426060676574707,0.2248062015503876
110,1,0,16704,-31.058738708496094,-13.426060676574707,0.2248062015503876
111,1,0,16703,-31.058738708496094,-13.426060676574707,0.2248062015503876
112,1,0,16702,-31.058738708496094,-13.426060676574707,0.2248062015503876
113,1,0,16701,-31.058738708496094,-13.426060676574707,0.2248062015503876
114,1,0,16700,-31.058738708496094,-13.426060676574707,0.2248062015503876
115,1,0,16699,-31.058738708496094,-13.426060676574707,0.2248062015503876
116,1,0,16698,-31.058738708496094,-13.426060676574707,0.2248062015503876
117,1,0,16697,-31.058738708496094,-13.426060676574707,0.2248062015503876
118,1,0,16696,-31.058738708496094,-13.426060676574707,0.2248062015503876
119,1,0,16716,-31.058738708496094,-13.426060676574707,0.2248062015503876
120,1,0,16706,-31.058738708496094,-13.426060676574707,0.2248062015503876
121,1,0,16717,-31.058738708496094,-13.426060676574707,0.2248062015503876
122,1,0,16730,-31.058738708496094,-13.426060676574707,0.2248062015503876
123,1,0,16739,-31.058738708496094,-13.426060676574707,0.2248062015503876
124,1,0,16738,-31.058738708496094,-13.426060676574707,0.2248062015503876
125,1,0,16737,-31.058738708496094,-13.426060676574707,0.2248062015503876
126,1,0,16736,-31.058738708496094,-13.426060676574707,0.2248062015503876
127,1,0,16735,-31.058738708496094,-13.426060676574707,0.2248062015503876
128,1,0,16734,-31.058738708496094,-13.426060676574707,0.2248062015503876
129,1,0,16733,-31.058738708496094,-13.426060676574707,0.2248062015503876
130,1,0,16732,-31.058738708496094,-13.426060676574707,0.2248062015503876
131,1,0,16731,-31.058738708496094,-13.426060676574707,0.2248062015503876
132,1,0,16729,-31.058738708496094,-13.426060676574707,0.2248062015503876
133,1,0,16719,-31.058738708496094,-13.426060676574707,0.2248062015503876
